"STUB_1","STUB_2","7/16/21","7/9/21","7/17/20","7/19/19","7/16/21","7/17/20"
"Crude Oil Production ","Domestic Production","11,400","11,400","11,100","11,300","11,300","11,025"
"Crude Oil Production ","Alaska","378","434","461","459","424","420"
"Crude Oil Production ","Lower 48","11,000","11,000","10,600","10,800","10,900","10,575"
"Refiner Inputs and Utilization ","Crude Oil Inputs","16,007","16,093","14,206","17,034","16,129","14,224"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","616","649","425","940","665","552"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","4,026","4,052","3,600","4,106","4,076","3,502"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","8,629","8,598","7,742","8,743","8,609","7,730"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","586","567","609","704","572","603"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","2,149","2,228","1,830","2,542","2,208","1,836"
"Refiner Inputs and Utilization ","Gross Inputs","16,569","16,643","14,777","17,508","16,670","14,655"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","658","690","447","947","698","578"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","4,026","4,049","3,610","4,121","4,081","3,517"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","8,997","8,966","8,121","8,994","8,958","8,001"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","587","566","610","708","572","605"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","2,301","2,371","1,988","2,737","2,361","1,955"
"Refiner Inputs and Utilization ","Operable Capacity","18,128","18,128","18,976","18,802","18,109","18,976"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","818","818","1,224","1,224","818","1,224"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","4,188","4,188","4,196","4,141","4,188","4,196"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","9,751","9,751","9,983","9,876","9,732","9,983"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","657","657","698","687","657","698"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","2,714","2,714","2,875","2,875","2,714","2,875"
"Refiner Inputs and Utilization ","Percent Utilization","91.4","91.8","77.9","93.1","92.1","77.2"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","80.4","84.4","36.6","77.4","85.4","47.2"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","96.1","96.7","86.0","99.5","97.4","83.8"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","92.3","91.9","81.4","91.1","92.0","80.1"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","89.4","86.2","87.4","103.1","87.1","86.7"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","84.8","87.4","69.2","95.2","87.0","68.0"
"Refiner and Blender Net Inputs ","Motor Gasoline Blending Components","842","708","772","874","959","780"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","2,412","2,479","2,380","2,594","2,491","2,261"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","220","234","244","298","241","277"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","-1,923","-2,133","-1,985","-2,159","-1,941","-1,842"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","-11","7","-10","-13","9","-28"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","145","121","143","154","159","111"
"Refiner and Blender Net Inputs ","RBOB","499","292","667","481","378","458"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","560","560","798","551","578","613"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","68","65","99","92","73","84"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","-300","-399","-345","-308","-359","-309"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","0","0","0","0","0","0"
